                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.7779,                  1.362,                 1.2589,                 1.9393,                 1.5763,                 1.1456,                0.32599,                0.50898,                0.42633,                0.16159,                 2.0907,                 1.6871,                 1.6519,                 2.0406,                 2.1846,                 1.5401,               0.001502,               0.001502,               0.001502
                     12,                 1.7524,                 1.3391,                 1.2661,                   1.89,                  1.576,                 1.1629,                0.24979,                0.55139,                0.35999,                0.14089,                 2.1554,                 1.7698,                 1.7207,                 2.0535,                 2.0905,                 1.6049,               0.001502,               0.001502,               0.001502
                     13,                 1.7315,                 1.3231,                 1.2577,                 1.8337,                 1.5638,                 1.1481,                0.37178,                0.56161,                0.46584,                0.16643,                 2.1029,                  1.508,                 1.6087,                 2.0952,                 1.8304,                 1.5718,              0.0014855,              0.0014855,              0.0014855
                     14,                 1.8126,                 1.3554,                 1.2891,                 1.9161,                 1.6158,                 1.1575,                0.26866,                0.57548,                0.34911,                0.13322,                 2.0941,                 1.7469,                 1.6368,                 2.1205,                 2.2979,                 1.5815,               0.001469,               0.001469,               0.001469
                     15,                 1.7737,                 1.4046,                 1.2691,                 1.9369,                 1.6576,                 1.1871,                0.25937,                 0.5206,                 0.3409,                0.12857,                 2.0981,                 1.6782,                 1.6888,                 2.1356,                 2.2152,                   1.61,              0.0014525,              0.0014525,              0.0014525
                     16,                  1.811,                 1.3642,                 1.2538,                 1.9511,                 1.5974,                 1.1495,                0.25774,                0.66104,                0.41103,                 0.1464,                 2.0898,                 1.7279,                 1.6767,                 2.0473,                 2.1392,                 1.5577,               0.001436,               0.001436,               0.001436
                     17,                 1.7912,                 1.3633,                 1.2729,                  1.892,                  1.593,                 1.1591,                0.19672,                 0.6641,                0.36215,                0.14298,                 2.0609,                 1.7634,                 1.6103,                 2.0249,                  2.271,                 1.4928,              0.0014195,              0.0014195,              0.0014195
                     18,                 1.7789,                 1.3626,                 1.2743,                 1.9132,                 1.5927,                 1.1803,                0.19872,                0.55314,                0.29618,                  0.104,                 2.1201,                 1.7799,                 1.7078,                 2.0962,                 2.2907,                 1.5624,              0.0014029,              0.0014029,              0.0014029
                     19,                 1.7964,                 1.3685,                 1.2628,                 1.8907,                 1.6077,                 1.1575,                0.29369,                 0.6275,                0.39702,                0.12958,                 2.1324,                 1.7004,                  1.733,                 2.0867,                 2.1838,                 1.5754,              0.0013864,              0.0013864,              0.0013864
                     20,                 1.7035,                 1.3284,                  1.244,                 1.8184,                 1.5905,                 1.1605,                0.24381,                 0.7499,                0.41346,                0.15781,                   2.15,                 1.8457,                 1.6977,                 2.0211,                 2.3855,                 1.5454,              0.0013699,              0.0013699,              0.0013699
                     21,                 1.8547,                 1.3448,                 1.2771,                 1.9673,                 1.5731,                 1.1737,                0.25986,                0.76846,                 0.4415,                0.16528,                 2.1478,                 1.8682,                 1.7045,                 2.0028,                 2.3269,                 1.5256,              0.0013534,              0.0013534,              0.0013534
                     22,                 1.7531,                  1.347,                 1.2668,                 1.8434,                  1.556,                  1.152,                0.26933,                0.53529,                0.35043,                0.12783,                  2.109,                 1.8568,                 1.6866,                 2.0717,                 2.2717,                 1.5675,              0.0013369,              0.0013369,              0.0013369
                     23,                  1.744,                 1.3727,                 1.2843,                 1.8995,                 1.5912,                 1.1964,                0.32413,                0.62658,                0.43946,                0.17455,                 2.0838,                  1.595,                 1.6385,                 2.0311,                 2.0102,                 1.5205,              0.0013204,              0.0013204,              0.0013204
                     24,                 1.7216,                 1.3342,                 1.2374,                 1.8613,                 1.5069,                 1.1337,                0.30648,                0.60037,                0.43056,                0.16214,                 2.1124,                 1.6043,                 1.6282,                 2.0036,                 2.0442,                  1.519,              0.0013039,              0.0013039,              0.0013039
                     25,                 1.7599,                 1.3413,                 1.2584,                 1.8819,                 1.5643,                 1.1668,                0.31607,                0.50745,                0.37212,                0.13755,                 2.1534,                 1.7058,                 1.6757,                 2.0365,                  2.233,                 1.5498,              0.0012874,              0.0012874,              0.0012874
                     26,                 1.7716,                 1.2962,                 1.2502,                 1.9318,                 1.5143,                 1.1591,                0.28797,                0.59857,                0.37998,                0.14565,                 2.1323,                 1.7187,                 1.6652,                 2.0017,                 2.1941,                 1.5407,              0.0012709,              0.0012709,              0.0012709
                     27,                 1.6693,                 1.3161,                 1.2242,                 1.8069,                 1.5526,                 1.1279,                0.32375,                0.51591,                0.37481,                  0.148,                 2.0701,                 1.6262,                 1.6408,                 1.9644,                  2.073,                 1.5001,              0.0012544,              0.0012544,              0.0012544
                     28,                 1.7625,                 1.3277,                 1.2246,                 1.9479,                 1.5457,                 1.1311,                0.26089,                0.66075,                0.37281,                0.13359,                 2.1541,                  1.653,                 1.6987,                  2.072,                 2.1172,                 1.5583,              0.0012379,              0.0012379,              0.0012379
                     29,                 1.7424,                 1.3463,                 1.2578,                 1.8557,                 1.5939,                 1.1761,                0.24466,                0.67238,                0.37577,                0.15037,                 2.1089,                 1.7653,                 1.6721,                 2.0244,                  2.325,                 1.5277,              0.0012214,              0.0012214,              0.0012214
                     30,                 1.7589,                 1.3881,                  1.281,                 1.8453,                 1.6502,                 1.1679,                0.29597,                0.60271,                0.42931,                0.15514,                 2.0863,                 1.7131,                  1.651,                 1.9675,                 2.2002,                 1.4927,              0.0012049,              0.0012049,              0.0012049
                     31,                  1.709,                 1.3226,                 1.2386,                 1.8716,                 1.5297,                 1.1353,                0.25274,                0.58557,                0.36202,                0.13739,                 2.1179,                 1.7093,                 1.6756,                 2.0036,                 2.2978,                 1.4951,              0.0011884,              0.0011884,              0.0011884
                     32,                 1.6767,                 1.2606,                 1.2512,                 1.7973,                 1.4777,                 1.1566,                0.52479,                0.29988,                0.34588,                0.13045,                 2.1927,                 1.6638,                 1.7199,                 2.1044,                 2.1679,                 1.5608,              0.0011719,              0.0011719,              0.0011719
                     33,                 1.6698,                 1.2875,                 1.2395,                  1.781,                 1.5228,                 1.1335,                0.26419,                0.66903,                0.39473,                0.15028,                 2.1254,                 1.6499,                 1.6739,                 2.0276,                 2.1405,                 1.5363,              0.0011554,              0.0011554,              0.0011554
                     34,                 1.7108,                 1.3372,                  1.266,                 1.8804,                 1.5615,                 1.1808,                0.30375,                0.62974,                0.39953,                0.14924,                 2.1499,                 1.6348,                 1.7024,                 2.0454,                 2.0944,                 1.5244,              0.0011389,              0.0011389,              0.0011389
                     35,                 1.7361,                 1.3473,                 1.2691,                 1.8548,                  1.573,                  1.171,                0.26269,                0.54257,                0.33508,                0.12643,                 2.1772,                 1.6596,                 1.7166,                 2.0814,                 2.1056,                 1.5744,              0.0011224,              0.0011224,              0.0011224
                     36,                 1.7256,                 1.3013,                 1.2381,                 1.8395,                 1.5321,                 1.1353,                0.23496,                0.64358,                0.34869,                0.12402,                 2.1289,                  1.769,                 1.6619,                  2.109,                 2.3644,                 1.5309,              0.0011059,              0.0011059,              0.0011059
                     37,                 1.6527,                 1.3508,                 1.2417,                 1.7962,                 1.6082,                 1.1474,                 0.2206,                0.67625,                0.39154,                0.13931,                 2.0886,                  1.747,                 1.6345,                 2.0921,                 2.3356,                 1.5692,              0.0010894,              0.0010894,              0.0010894
                     38,                  1.686,                 1.3002,                 1.2343,                   1.84,                 1.5178,                 1.1419,                0.28689,                 0.6074,                0.42743,                0.17085,                 2.0541,                 1.7755,                  1.639,                 1.9781,                 2.3773,                 1.5176,              0.0010729,              0.0010729,              0.0010729
                     39,                 1.7049,                 1.3162,                 1.2389,                 1.8403,                 1.5442,                 1.1529,                0.27277,                0.56395,                0.38838,                 0.1516,                 2.0706,                 1.6899,                 1.6256,                 1.9257,                 2.2627,                 1.4996,              0.0010564,              0.0010564,              0.0010564
                     40,                 1.6902,                 1.2903,                 1.2506,                 1.7854,                 1.5412,                   1.14,                 0.2311,                0.70563,                0.36452,                0.13023,                 2.1616,                  1.713,                 1.6825,                 2.0217,                 2.2788,                 1.5329,              0.0010399,              0.0010399,              0.0010399
                     41,                 1.6616,                 1.3418,                 1.2462,                 1.8254,                 1.5544,                 1.1687,                0.25271,                0.68319,                0.39987,                0.14591,                 2.1394,                 1.7437,                 1.6535,                 1.9945,                 2.3751,                 1.4931,              0.0010234,              0.0010234,              0.0010234
                     42,                 1.6918,                 1.2647,                 1.2419,                 1.8014,                 1.5193,                 1.1462,                0.23965,                0.67707,                0.37738,                0.13523,                 2.1385,                 1.9473,                 1.6887,                 1.9785,                 2.7266,                 1.5311,              0.0010069,              0.0010069,              0.0010069
                     43,                 1.6311,                 1.3118,                 1.2381,                 1.7475,                 1.5406,                 1.1467,                0.32521,                0.34535,                0.36707,                  0.141,                 2.0726,                 1.7103,                 1.6409,                 1.9681,                 2.2651,                  1.516,             0.00099036,             0.00099036,             0.00099036
                     44,                 1.6821,                 1.2734,                  1.233,                 1.8193,                 1.4938,                 1.1378,                0.33331,                0.53448,                0.38873,                0.14242,                 2.0938,                 1.6533,                 1.6436,                 2.0527,                   2.21,                 1.5453,             0.00097386,             0.00097386,             0.00097386
                     45,                 1.7159,                 1.3069,                  1.243,                   1.81,                 1.5351,                 1.1295,                0.30216,                0.56867,                0.38371,                0.13693,                 2.0897,                 1.6338,                 1.6359,                 2.0471,                 2.1335,                 1.5341,             0.00095736,             0.00095736,             0.00095736
                     46,                 1.6298,                 1.2849,                  1.213,                 1.7779,                 1.4802,                 1.1183,                 0.2221,                0.63984,                0.34006,                0.11677,                 2.1655,                 1.7548,                 1.7147,                 2.0754,                 2.2559,                 1.5721,             0.00094085,             0.00094085,             0.00094085
                     47,                 1.6754,                 1.2692,                 1.2268,                 1.7979,                 1.4902,                 1.1334,                0.25758,                0.70645,                 0.3793,                0.14568,                 2.1106,                 1.7202,                 1.6682,                 1.9988,                  2.236,                 1.4954,             0.00092435,             0.00092435,             0.00092435
                     48,                 1.6136,                 1.2757,                 1.2142,                 1.7628,                 1.4932,                 1.1295,                0.31142,                0.74674,                0.46946,                0.17525,                 2.0585,                 1.5534,                 1.6103,                 1.9606,                 1.9394,                 1.4851,             0.00090785,             0.00090785,             0.00090785
                     49,                 1.7643,                 1.3204,                 1.2337,                 1.8706,                 1.5658,                 1.1329,                0.25801,                 0.5794,                0.36953,                0.15069,                  2.096,                 1.6849,                 1.6586,                 2.0043,                 2.1021,                 1.5478,             0.00089134,             0.00089134,             0.00089134
                     50,                 1.7008,                 1.3074,                 1.2215,                 1.8455,                 1.5071,                  1.122,                0.25196,                0.57213,                0.37153,                 0.1322,                 2.0729,                 1.6672,                 1.6594,                 1.9998,                 2.1707,                 1.5241,             0.00087484,             0.00087484,             0.00087484
                     51,                 1.6711,                 1.3005,                 1.2147,                 1.7873,                 1.5168,                 1.1163,                0.28473,                0.51132,                0.40019,                0.14424,                  2.094,                 1.5671,                  1.647,                 1.9976,                 2.0922,                 1.5329,             0.00085834,             0.00085834,             0.00085834
                     52,                 1.7087,                 1.2687,                  1.216,                 1.8505,                 1.4788,                 1.1175,                0.24988,                0.59287,                0.37543,                0.13857,                 2.1168,                 1.6015,                 1.6928,                 2.0556,                 2.1392,                  1.572,             0.00084184,             0.00084184,             0.00084184
                     53,                 1.7097,                 1.2716,                 1.2471,                 1.8126,                 1.4952,                 1.1516,                0.24097,                0.63984,                0.37495,                0.13657,                  2.121,                 1.6858,                 1.7014,                 2.0602,                 2.1628,                 1.5683,             0.00082533,             0.00082533,             0.00082533
                     54,                 1.7376,                 1.3335,                 1.2266,                 1.8798,                 1.5198,                 1.1232,                0.32578,                0.51826,                0.44616,                0.17408,                 2.0194,                 1.6536,                 1.6111,                  1.988,                 2.0883,                 1.5219,             0.00080883,             0.00080883,             0.00080883
                     55,                 1.6527,                 1.2158,                  1.191,                 1.7943,                 1.3941,                 1.1054,                0.28468,                0.61637,                0.39429,                0.15318,                 2.0244,                 1.6758,                 1.5903,                 1.9842,                 2.2142,                 1.4978,             0.00079233,             0.00079233,             0.00079233
                     56,                 1.6423,                 1.2672,                 1.2271,                 1.8056,                 1.4715,                 1.1332,                0.27021,                0.61574,                0.33161,                0.12966,                   2.14,                 1.7043,                 1.6683,                   2.06,                 2.3848,                 1.5474,             0.00077582,             0.00077582,             0.00077582
                     57,                 1.6767,                 1.2793,                 1.2366,                 1.8233,                 1.4518,                 1.1469,                0.27387,                0.60343,                0.35524,                0.12962,                 2.1748,                 1.7316,                  1.716,                 2.0881,                 2.3438,                 1.5806,             0.00075932,             0.00075932,             0.00075932
                     58,                 1.6278,                 1.2487,                 1.2065,                 1.7887,                 1.4519,                 1.1283,                0.30477,                0.60782,                0.44713,                0.16356,                  2.086,                 1.5612,                  1.637,                 2.0149,                 2.0063,                 1.5274,             0.00074282,             0.00074282,             0.00074282
                     59,                 1.6576,                 1.2708,                 1.2288,                 1.7763,                 1.4633,                 1.1383,                0.29546,                0.56783,                0.44632,                0.16702,                 2.0743,                 1.6063,                 1.6277,                 1.9882,                 1.9921,                 1.5253,             0.00072631,             0.00072631,             0.00072631
                     60,                 1.6216,                 1.2552,                  1.231,                  1.787,                 1.4658,                 1.1678,                0.33776,                0.50663,                0.40577,                0.15333,                 2.0471,                   1.72,                 1.6086,                 1.9635,                   2.27,                 1.4956,             0.00070981,             0.00070981,             0.00070981
                     61,                 1.7107,                 1.2571,                   1.26,                 1.8507,                 1.4573,                 1.1803,                0.30567,                 0.5562,                0.40833,                0.14869,                 2.0726,                 1.6386,                 1.6027,                 1.9448,                 2.2169,                 1.4607,             0.00069331,             0.00069331,             0.00069331
                     62,                 1.6824,                   1.24,                 1.2133,                 1.8014,                 1.4324,                 1.1161,                0.24208,                0.70984,                0.35331,                0.12087,                 2.1197,                  1.778,                  1.645,                 1.9646,                 2.4554,                  1.486,              0.0006768,              0.0006768,              0.0006768
                     63,                   1.65,                 1.2545,                 1.1956,                 1.7877,                 1.4486,                  1.105,                0.23379,                0.63443,                0.36354,                0.12797,                 2.0997,                  1.742,                 1.6474,                 1.9615,                 2.3687,                 1.4837,              0.0006603,              0.0006603,              0.0006603
                     64,                 1.6568,                 1.2575,                 1.2186,                 1.7705,                 1.4638,                 1.1173,                0.34726,                0.39318,                0.35969,                0.13113,                 2.1038,                 1.7799,                 1.6661,                 1.9916,                 2.4111,                 1.4908,              0.0006438,              0.0006438,              0.0006438
                     65,                 1.6606,                 1.2914,                 1.2231,                 1.8064,                 1.5223,                 1.1449,                0.21676,                0.65228,                0.35639,                0.13312,                 2.1056,                 1.7858,                 1.6622,                 2.0202,                 2.3602,                 1.4999,             0.00062729,             0.00062729,             0.00062729
                     66,                 1.5966,                 1.2398,                 1.1855,                 1.7567,                 1.4204,                 1.0996,                0.39533,                0.39443,                0.38154,                0.14313,                    2.1,                 1.6533,                 1.6495,                 2.0734,                 2.0862,                  1.529,             0.00061079,             0.00061079,             0.00061079
                     67,                 1.6424,                 1.2533,                 1.2151,                 1.7708,                 1.4414,                 1.1241,                0.30299,                0.47266,                0.40139,                0.14604,                 2.0893,                 1.6591,                 1.6417,                 1.9995,                 2.0865,                  1.482,             0.00059429,             0.00059429,             0.00059429
                     68,                 1.6498,                 1.2619,                 1.1791,                 1.8236,                 1.4504,                 1.0936,                0.24237,                0.59986,                0.39539,                0.13691,                 2.1675,                  1.705,                  1.669,                 2.0049,                 2.1864,                 1.5029,             0.00057778,             0.00057778,             0.00057778
                     69,                 1.5914,                 1.2339,                 1.1941,                 1.7122,                 1.4105,                 1.1102,                0.26411,                0.56242,                0.36561,                0.13938,                 2.1391,                 1.7103,                 1.6451,                 1.9909,                 2.2635,                 1.5006,             0.00056128,             0.00056128,             0.00056128
                     70,                 1.6591,                 1.2556,                 1.2333,                  1.756,                 1.4896,                  1.134,                0.23617,                0.54692,                0.34291,                0.13121,                 2.1287,                 1.7065,                 1.6709,                  2.061,                 2.2022,                 1.5317,             0.00054478,             0.00054478,             0.00054478
                     71,                 1.6658,                 1.2862,                 1.2257,                 1.7971,                 1.4792,                 1.1305,                0.26529,                0.53682,                0.35529,                0.12721,                  2.146,                 1.7196,                 1.6839,                   2.02,                 2.3329,                 1.4879,             0.00052827,             0.00052827,             0.00052827
                     72,                 1.6336,                 1.2717,                 1.2028,                 1.8132,                 1.4788,                 1.1354,                0.26654,                0.58486,                0.36711,                0.13552,                 2.1111,                 1.6526,                 1.6401,                 2.0162,                 2.2466,                 1.5088,             0.00051177,             0.00051177,             0.00051177
                     73,                 1.6546,                 1.2195,                 1.2079,                  1.788,                 1.4127,                 1.1091,                0.25536,                0.59802,                0.35292,                0.13403,                 2.1437,                 1.7363,                 1.6693,                  2.026,                 2.4093,                 1.5246,             0.00049527,             0.00049527,             0.00049527
                     74,                 1.5959,                 1.2466,                 1.1986,                 1.7709,                 1.4623,                 1.1291,                0.22215,                0.69716,                0.35427,                0.13538,                 2.1185,                 1.7308,                 1.6638,                 2.0042,                 2.3908,                 1.5271,             0.00047876,             0.00047876,             0.00047876
                     75,                 1.6598,                 1.2649,                  1.217,                 1.7895,                 1.4922,                 1.1337,                0.22509,                0.73614,                0.36583,                0.12952,                 2.1284,                 1.7738,                 1.6904,                 2.0059,                 2.4329,                 1.5268,             0.00046226,             0.00046226,             0.00046226
                     76,                 1.6542,                 1.3047,                 1.2345,                 1.7689,                 1.5075,                 1.1461,                0.21413,                0.69023,                0.36078,                 0.1312,                 2.1222,                  1.779,                 1.6799,                 2.0208,                 2.4362,                 1.4972,             0.00044576,             0.00044576,             0.00044576
                     77,                 1.6662,                 1.2362,                 1.2301,                 1.7727,                   1.46,                 1.1425,                0.21727,                0.67625,                0.33473,                0.12717,                 2.1253,                 1.8872,                 1.6992,                 2.0185,                 2.5796,                 1.5101,             0.00042925,             0.00042925,             0.00042925
                     78,                 1.6045,                 1.2483,                 1.1966,                 1.7101,                 1.4972,                 1.1023,                0.18994,                0.63632,                0.31799,                0.12193,                 2.1421,                 1.8707,                 1.7098,                 2.0574,                 2.6318,                 1.5435,             0.00041275,             0.00041275,             0.00041275
                     79,                 1.6557,                 1.2372,                 1.2282,                 1.7457,                  1.455,                 1.1353,                0.22184,                 0.6329,                0.33533,                0.12458,                 2.1273,                 1.7742,                 1.6872,                  2.058,                 2.4236,                 1.5635,             0.00039625,             0.00039625,             0.00039625
                     80,                 1.5994,                 1.2338,                  1.173,                 1.7367,                 1.4131,                 1.0794,                0.25918,                0.62434,                0.37025,                0.14011,                 2.0919,                 1.7424,                 1.6691,                 2.0174,                 2.2824,                 1.5127,             0.00037974,             0.00037974,             0.00037974
                     81,                 1.6475,                 1.2652,                  1.184,                 1.8292,                  1.462,                  1.093,                0.23908,                0.62446,                0.36074,                0.14285,                 2.0731,                 1.6718,                  1.664,                 2.0049,                  2.129,                 1.5035,             0.00036324,             0.00036324,             0.00036324
                     82,                 1.6178,                 1.2331,                 1.1982,                 1.7678,                 1.4257,                 1.1222,                0.23124,                0.63678,                0.37327,                0.14161,                 2.1123,                 1.7309,                 1.7017,                 2.0146,                 2.2624,                 1.5334,             0.00034674,             0.00034674,             0.00034674
                     83,                 1.5838,                 1.2313,                 1.1813,                  1.735,                 1.4153,                 1.0989,                0.23704,                0.68554,                0.37733,                 0.1466,                 2.1403,                 1.7819,                 1.7001,                 2.0212,                 2.4231,                 1.5364,             0.00033023,             0.00033023,             0.00033023
                     84,                  1.622,                 1.2851,                 1.2326,                 1.7202,                 1.5038,                 1.1387,                 0.2525,                0.72244,                 0.3929,                0.14359,                 2.1413,                 1.6852,                 1.6527,                 2.0452,                  2.311,                 1.5341,             0.00031373,             0.00031373,             0.00031373
                     85,                 1.6567,                 1.2308,                 1.1884,                 1.7696,                 1.4284,                 1.1113,                0.24493,                0.72266,                0.36942,                0.13501,                 2.1496,                 1.6954,                  1.666,                  2.044,                 2.3368,                 1.5409,             0.00029723,             0.00029723,             0.00029723
                     86,                  1.607,                 1.2036,                 1.1755,                 1.7398,                 1.4051,                 1.0931,                0.23443,                 0.6417,                0.36067,                0.13385,                 2.1219,                 1.7564,                  1.685,                 2.0163,                 2.3558,                 1.5355,             0.00028072,             0.00028072,             0.00028072
                     87,                 1.6309,                 1.2627,                 1.2268,                 1.7289,                 1.4444,                 1.1368,                0.23576,                0.63907,                0.35661,                0.14095,                 2.1033,                 1.7501,                 1.6724,                 2.0211,                 2.2918,                 1.5314,             0.00026422,             0.00026422,             0.00026422
                     88,                 1.6234,                 1.2458,                  1.185,                 1.7601,                 1.4385,                 1.0982,                0.47567,                0.27356,                0.33702,                0.13692,                 2.1021,                 1.6992,                 1.6539,                 2.0187,                 2.2639,                 1.5259,             0.00024772,             0.00024772,             0.00024772
                     89,                 1.6107,                 1.2874,                 1.2196,                 1.7499,                 1.4768,                 1.1326,                0.23665,                0.64453,                0.36646,                0.13599,                  2.096,                 1.6479,                 1.6503,                 2.0213,                 2.1634,                 1.5272,             0.00023121,             0.00023121,             0.00023121
                     90,                  1.641,                 1.2487,                 1.1901,                 1.7724,                 1.4503,                 1.1115,                0.25046,                0.68252,                0.38045,                0.13663,                 2.1044,                 1.6789,                 1.6665,                  2.043,                 2.1778,                 1.5435,             0.00021471,             0.00021471,             0.00021471
                     91,                 1.6488,                 1.3368,                 1.2106,                  1.746,                 1.4825,                 1.1236,                0.23399,                0.65534,                0.37017,                0.13328,                 2.1028,                 1.7539,                  1.694,                 2.0466,                 2.3043,                 1.5612,             0.00019821,             0.00019821,             0.00019821
                     92,                 1.6026,                 1.3277,                 1.2147,                 1.7031,                 1.4878,                 1.1235,                 0.2518,                0.69635,                0.37709,                0.13583,                  2.106,                 1.7929,                 1.7327,                 2.0544,                 2.3284,                 1.5874,              0.0001817,              0.0001817,              0.0001817
                     93,                 1.5995,                 1.2706,                 1.2105,                 1.7176,                 1.4362,                 1.1341,                0.25558,                0.60746,                0.35213,                0.13599,                 2.1032,                 1.7331,                 1.7317,                 2.0488,                 2.2401,                   1.58,              0.0001652,              0.0001652,              0.0001652
                     94,                 1.5638,                 1.2483,                 1.2055,                 1.6577,                 1.4018,                 1.1294,                0.44284,                  0.296,                0.34431,                0.13223,                 2.1098,                 1.6294,                 1.7389,                 2.0681,                  2.071,                 1.5972,              0.0001487,              0.0001487,              0.0001487
                     95,                 1.5211,                 1.2474,                 1.1866,                 1.6381,                 1.4143,                 1.1131,                0.46848,                  0.296,                 0.3486,                0.13502,                 2.1102,                 1.6026,                 1.7385,                 2.0619,                 2.0671,                 1.5921,             0.00013219,             0.00013219,             0.00013219
                     96,                 1.6267,                 1.2783,                 1.1864,                 1.6846,                 1.4066,                 1.1092,                 0.2444,                0.66463,                0.36607,                0.14005,                 2.1106,                 1.6456,                 1.7348,                 2.0633,                 2.1518,                 1.5893,             0.00011569,             0.00011569,             0.00011569
                     97,                 1.5959,                 1.2873,                 1.1904,                 1.6494,                 1.4281,                 1.1019,                 0.2434,                0.67613,                 0.3725,                0.13815,                 2.1237,                 1.6926,                 1.7375,                 2.0636,                 2.2688,                 1.5834,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     98,                 1.5958,                 1.2815,                 1.2022,                 1.7189,                 1.4724,                 1.1195,                0.24901,                0.63056,                 0.3708,                0.13431,                 2.1323,                 1.7438,                 1.7345,                 2.0699,                 2.4374,                 1.5588,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     99,                 1.6256,                 1.2877,                 1.2417,                 1.7462,                 1.4441,                 1.1536,                 0.2416,                0.60037,                0.35096,                0.12946,                 2.1235,                 1.7514,                 1.7272,                 2.0748,                 2.4599,                 1.5726,              6.618e-05,              6.618e-05,              6.618e-05
                    100,                  1.559,                 1.2377,                 1.1993,                 1.6972,                 1.4094,                 1.1218,                0.24629,                0.60424,                0.35431,                0.13473,                 2.1216,                 1.7562,                 1.7257,                 2.0687,                 2.4901,                  1.573,             4.9677e-05,             4.9677e-05,             4.9677e-05
