                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.9681,                 1.5099,                 1.3607,                 2.0943,                 1.7974,                   1.21,                0.24339,                0.64606,                0.37257,                0.14044,                 2.1884,                 1.9693,                  1.728,                 2.0393,                 2.5788,                 1.5402,               0.001502,               0.001502,               0.001502
                     12,                 1.9508,                  1.489,                 1.3767,                 2.0755,                 1.8032,                 1.2366,                0.23363,                0.47185,                0.36331,                0.12989,                  2.156,                 1.8057,                 1.7186,                 2.1084,                 2.2679,                 1.6011,               0.001502,               0.001502,               0.001502
                     13,                 1.9692,                 1.4828,                 1.3809,                 2.0417,                 1.8133,                 1.2296,                 0.4186,                0.43696,                0.44744,                0.17252,                 2.1542,                 1.5587,                 1.6723,                 2.0671,                 2.0091,                 1.5579,              0.0014855,              0.0014855,              0.0014855
                     14,                 1.9893,                 1.5523,                 1.3828,                 2.0932,                 1.8696,                 1.2206,                0.24328,                0.59639,                0.32966,                 0.1343,                 2.1331,                 1.8815,                 1.6576,                 2.2037,                 2.4951,                 1.5776,               0.001469,               0.001469,               0.001469
                     15,                 1.9488,                  1.547,                 1.3639,                 2.1199,                 1.8504,                 1.2516,                0.28067,                0.53142,                0.36996,                0.14043,                 2.1068,                 1.7116,                 1.6477,                 2.1281,                 2.3405,                  1.552,              0.0014525,              0.0014525,              0.0014525
                     16,                 1.9658,                  1.507,                 1.3453,                 2.1008,                 1.7953,                 1.2096,                  0.266,                0.47185,                 0.3643,                0.12777,                 2.1233,                 1.6976,                 1.6903,                 2.0626,                 2.1848,                 1.5732,               0.001436,               0.001436,               0.001436
                     17,                 1.9866,                  1.519,                 1.3767,                 2.0668,                 1.8008,                 1.2299,                0.25061,                0.56283,                0.37147,                0.13626,                 2.1154,                  1.866,                 1.6456,                 2.0884,                 2.5574,                 1.5432,              0.0014195,              0.0014195,              0.0014195
                     18,                 1.9674,                 1.5074,                 1.3731,                 2.0581,                 1.8206,                 1.2379,                0.28182,                0.47715,                0.32712,                0.12835,                 2.1043,                 2.0044,                  1.668,                 2.0864,                 2.7252,                 1.5587,              0.0014029,              0.0014029,              0.0014029
                     19,                 1.9661,                 1.5052,                 1.3646,                 2.0365,                 1.7803,                 1.2201,                0.47155,                0.31538,                0.34893,                0.13636,                 2.1001,                 1.7293,                 1.6622,                 2.0057,                 2.2751,                 1.5244,              0.0013864,              0.0013864,              0.0013864
                     20,                 1.8479,                 1.4672,                 1.3305,                 1.9432,                 1.7904,                 1.2024,                0.41079,                0.37624,                0.38196,                0.15229,                 2.0846,                 1.8656,                 1.6441,                  2.009,                 2.3897,                 1.5213,              0.0013699,              0.0013699,              0.0013699
                     21,                 1.9943,                 1.4813,                 1.3581,                 2.0683,                  1.773,                 1.2268,                0.33056,                0.48099,                0.38332,                 0.1545,                 2.0858,                 2.1414,                 1.6799,                 2.0303,                 2.5654,                  1.556,              0.0013534,              0.0013534,              0.0013534
                     22,                 1.8995,                 1.4712,                 1.3578,                 1.9501,                 1.7541,                 1.2159,                0.39405,                0.47562,                0.44195,                0.17057,                 2.0513,                 1.6722,                 1.6276,                 2.0057,                 2.0658,                 1.5242,              0.0013369,              0.0013369,              0.0013369
                     23,                 1.8964,                 1.4987,                 1.3852,                 2.0081,                 1.8168,                 1.2702,                 0.3779,                0.46134,                0.40101,                0.15871,                 2.1645,                 1.6498,                 1.6585,                 2.1373,                 2.0757,                 1.5614,              0.0013204,              0.0013204,              0.0013204
                     24,                 1.8969,                  1.471,                 1.3312,                 2.0562,                 1.7153,                 1.2085,                0.29747,                0.65759,                0.40167,                 0.1535,                 2.1261,                 1.6519,                 1.6308,                 2.0615,                  2.189,                 1.5232,              0.0013039,              0.0013039,              0.0013039
                     25,                 1.9176,                  1.475,                 1.3462,                 2.0263,                 1.7627,                 1.2234,                0.29009,                0.60343,                0.37457,                  0.144,                 2.0673,                 1.7414,                 1.6133,                 2.0099,                 2.3021,                 1.5036,              0.0012874,              0.0012874,              0.0012874
                     26,                 1.9628,                 1.4253,                  1.348,                 2.0503,                 1.7109,                 1.2113,                0.32904,                0.46929,                0.37515,                 0.1492,                 2.1347,                 1.7007,                   1.67,                 2.1452,                 2.0626,                 1.6215,              0.0012709,              0.0012709,              0.0012709
                     27,                 1.8398,                 1.4764,                 1.3171,                 1.9782,                 1.7333,                 1.1986,                0.31707,                0.55386,                0.38424,                0.15525,                 2.0959,                 1.6653,                 1.6682,                  2.011,                  2.073,                  1.554,              0.0012544,              0.0012544,              0.0012544
                     28,                 1.9596,                 1.4632,                  1.329,                 2.1373,                 1.7291,                 1.2072,                0.24787,                0.56324,                0.35674,                0.11773,                 2.1338,                   1.76,                 1.6986,                 2.0738,                 2.3121,                  1.614,              0.0012379,              0.0012379,              0.0012379
                     29,                 1.9178,                 1.4741,                 1.3567,                 2.0332,                 1.7747,                 1.2364,                0.22841,                0.58027,                0.37493,                0.14826,                 2.0936,                 2.1282,                  1.674,                 2.0147,                  2.798,                 1.5718,              0.0012214,              0.0012214,              0.0012214
                     30,                 1.9495,                 1.5805,                 1.3802,                 1.9946,                 1.8487,                 1.2172,                0.45163,                0.48266,                0.46378,                 0.1872,                 2.0415,                 1.6882,                 1.6295,                  2.046,                 2.1244,                 1.5416,              0.0012049,              0.0012049,              0.0012049
                     31,                 1.8719,                 1.4569,                 1.3336,                 2.0247,                 1.7247,                    1.2,                0.31235,                0.55082,                0.41207,                0.15935,                 2.0794,                 1.6976,                 1.6239,                 2.0631,                 2.2232,                 1.5418,              0.0011884,              0.0011884,              0.0011884
                     32,                 1.8391,                 1.4294,                 1.3386,                 1.9638,                   1.73,                 1.2084,                0.32201,                0.54845,                0.39198,                0.14802,                 2.1958,                 1.7369,                 1.7016,                 2.0522,                 2.2452,                 1.5651,              0.0011719,              0.0011719,              0.0011719
                     33,                 1.8368,                 1.4375,                 1.3283,                 1.9589,                 1.7046,                 1.1978,                0.39807,                0.51783,                0.43946,                0.17535,                 2.0806,                 1.5671,                 1.6325,                 2.0217,                 1.9611,                 1.5308,              0.0011554,              0.0011554,              0.0011554
                     34,                 1.8856,                 1.4571,                 1.3667,                 2.0244,                 1.7504,                 1.2581,                 0.3756,                0.58711,                0.43325,                0.16529,                 2.0619,                 1.6937,                 1.6389,                  1.997,                 2.0802,                 1.5046,              0.0011389,              0.0011389,              0.0011389
                     35,                 1.8909,                 1.4718,                 1.3514,                 1.9743,                 1.7488,                 1.2266,                0.29972,                 0.5076,                0.37582,                0.13441,                 2.1547,                 1.8419,                 1.6716,                 2.1122,                 2.3801,                 1.5708,              0.0011224,              0.0011224,              0.0011224
                     36,                 1.8727,                 1.4148,                 1.3116,                 1.9847,                 1.6857,                 1.1963,                0.23933,                0.64841,                0.38026,                0.14348,                 2.0827,                 1.7992,                 1.6109,                  2.071,                 2.3975,                 1.5278,              0.0011059,              0.0011059,              0.0011059
                     37,                  1.814,                 1.4675,                 1.3273,                 1.9387,                 1.8038,                 1.2206,                 0.2485,                0.57979,                0.39636,                0.15499,                 2.0513,                 1.7205,                 1.6201,                 2.0456,                 2.3434,                 1.5382,              0.0010894,              0.0010894,              0.0010894
                     38,                 1.8491,                 1.4272,                  1.323,                 1.9762,                 1.7185,                 1.2046,                0.42735,                0.48878,                 0.4351,                0.17944,                 2.0449,                 1.7418,                 1.6172,                  1.973,                 2.4377,                 1.4936,              0.0010729,              0.0010729,              0.0010729
                     39,                 1.8546,                 1.4339,                 1.3231,                 1.9744,                 1.7227,                 1.2115,                0.38057,                0.61036,                0.43775,                0.17863,                 2.0465,                 1.7054,                 1.6038,                 1.9466,                 2.3112,                 1.4826,              0.0010564,              0.0010564,              0.0010564
                     40,                 1.8556,                 1.4039,                 1.3449,                 1.9241,                 1.7162,                 1.2093,                0.33729,                0.51979,                0.42338,                0.16083,                  2.144,                 1.8027,                 1.7005,                 2.0342,                 2.3338,                  1.556,              0.0010399,              0.0010399,              0.0010399
                     41,                  1.799,                  1.453,                 1.3196,                 1.9571,                 1.7305,                 1.2313,                0.32065,                 0.5306,                0.43657,                0.16731,                 2.1168,                 1.8353,                 1.6637,                 2.0547,                 2.4066,                 1.5236,              0.0010234,              0.0010234,              0.0010234
                     42,                 1.8235,                 1.3705,                 1.3129,                 1.9652,                 1.6558,                 1.2121,                0.27067,                0.65147,                0.41379,                0.16075,                 2.0945,                 1.7694,                 1.6453,                 2.0116,                 2.2733,                 1.5261,              0.0010069,              0.0010069,              0.0010069
                     43,                 1.7875,                 1.4374,                 1.3219,                 1.8668,                 1.7099,                 1.2027,                0.32362,                0.56323,                0.42648,                0.16588,                  2.075,                 1.6687,                 1.6476,                 2.0193,                  2.112,                 1.5331,             0.00099036,             0.00099036,             0.00099036
                     44,                 1.8205,                 1.4113,                 1.3107,                  1.938,                 1.6587,                 1.1949,                0.37114,                0.59939,                0.45183,                0.16661,                 2.0583,                 1.6159,                 1.6347,                 2.0491,                 2.0324,                 1.5416,             0.00097386,             0.00097386,             0.00097386
                     45,                 1.8416,                 1.4211,                 1.3147,                 1.9447,                 1.6873,                 1.1909,                 0.3308,                0.60862,                0.41738,                0.15681,                 2.0857,                  1.633,                 1.6314,                 2.0478,                 2.1339,                 1.5359,             0.00095736,             0.00095736,             0.00095736
                     46,                  1.781,                 1.4212,                 1.2877,                 1.9126,                 1.6374,                 1.1724,                0.24458,                0.67238,                0.37646,                0.13945,                 2.0654,                  1.889,                 1.6783,                 2.0543,                 2.4762,                 1.5614,             0.00094085,             0.00094085,             0.00094085
                     47,                 1.8246,                 1.3972,                 1.3081,                 1.9361,                 1.6512,                 1.1891,                0.24976,                0.61839,                0.38505,                0.15062,                 2.0289,                 1.7705,                  1.645,                 2.0151,                 2.3377,                 1.5443,             0.00092435,             0.00092435,             0.00092435
                     48,                 1.7475,                 1.3791,                 1.2938,                  1.881,                 1.6593,                 1.1821,                0.32003,                0.71726,                0.44329,                0.16666,                 2.0426,                 1.6357,                 1.6174,                 2.0194,                  2.104,                 1.5155,             0.00090785,             0.00090785,             0.00090785
                     49,                 1.8966,                 1.4239,                 1.3087,                 1.9776,                 1.7162,                 1.1812,                0.28461,                0.48064,                 0.3693,                0.13636,                 2.0586,                 1.7264,                 1.6395,                 2.0723,                  2.207,                 1.5746,             0.00089134,             0.00089134,             0.00089134
                     50,                 1.8386,                  1.405,                 1.2938,                 1.9508,                 1.6575,                   1.17,                0.30965,                0.56242,                0.40489,                0.14939,                 2.0943,                 1.6627,                 1.6463,                 2.0035,                 2.1085,                 1.5259,             0.00087484,             0.00087484,             0.00087484
                     51,                 1.8031,                 1.4012,                 1.2807,                 1.9259,                 1.6518,                 1.1673,                0.30751,                0.62668,                0.42974,                0.16373,                  2.068,                 1.5798,                 1.6028,                 1.9852,                 2.0847,                 1.5093,             0.00085834,             0.00085834,             0.00085834
                     52,                 1.8683,                 1.3785,                 1.2964,                 1.9706,                 1.6284,                 1.1645,                0.26867,                0.64443,                0.37037,                0.13395,                 2.0854,                  1.731,                 1.6442,                  2.055,                 2.3792,                 1.5502,             0.00084184,             0.00084184,             0.00084184
                     53,                 1.8291,                 1.3675,                 1.3111,                 1.9407,                 1.6291,                 1.1989,                0.23297,                0.73664,                0.36819,                0.13095,                 2.0964,                 1.7977,                 1.6812,                 2.0545,                  2.451,                 1.5554,             0.00082533,             0.00082533,             0.00082533
                     54,                 1.8704,                 1.4322,                 1.3019,                 2.0128,                 1.6491,                 1.1782,                 0.2964,                0.65147,                0.45179,                0.17857,                  2.006,                 1.7332,                 1.5968,                  1.975,                 2.2393,                 1.5118,             0.00080883,             0.00080883,             0.00080883
                     55,                 1.7845,                 1.3137,                 1.2604,                 1.9133,                 1.5463,                 1.1504,                0.31516,                0.60965,                0.44833,                0.18147,                 2.0031,                 1.7883,                  1.576,                 1.9558,                 2.3117,                 1.4787,             0.00079233,             0.00079233,             0.00079233
                     56,                  1.776,                 1.3672,                 1.3024,                 1.9347,                  1.638,                 1.1852,                0.27678,                0.56693,                0.37392,                0.14736,                 2.0973,                 1.7605,                 1.6501,                 2.0769,                 2.2533,                 1.5567,             0.00077582,             0.00077582,             0.00077582
                     57,                 1.8062,                 1.3708,                 1.3124,                 1.9235,                 1.5978,                 1.1985,                0.27635,                0.57477,                0.39788,                0.14792,                 2.1344,                 1.7293,                 1.6926,                 2.0551,                  2.212,                 1.5508,             0.00075932,             0.00075932,             0.00075932
                     58,                 1.7611,                 1.3628,                 1.2758,                  1.906,                 1.5936,                 1.1745,                0.33107,                0.60624,                0.42468,                0.16138,                 2.0888,                 1.5797,                 1.6463,                 1.9585,                 1.9693,                 1.5052,             0.00074282,             0.00074282,             0.00074282
                     59,                 1.7737,                 1.3767,                 1.2919,                 1.8547,                  1.605,                 1.1746,                 0.3182,                0.58035,                0.43633,                0.17724,                 2.0896,                 1.5713,                 1.6395,                 1.9548,                 1.8978,                 1.4933,             0.00072631,             0.00072631,             0.00072631
                     60,                 1.7654,                  1.368,                 1.3072,                 1.9163,                 1.5944,                 1.2169,                0.29636,                0.67156,                0.40802,                 0.1673,                 2.0685,                 1.6752,                 1.6134,                 1.9696,                 2.1195,                 1.4871,             0.00070981,             0.00070981,             0.00070981
                     61,                 1.8438,                 1.3681,                  1.344,                 1.9481,                 1.6325,                 1.2254,                0.26758,                0.62821,                0.41074,                0.16177,                  2.079,                 1.6144,                 1.6063,                 2.0163,                  2.053,                 1.5015,             0.00069331,             0.00069331,             0.00069331
                     62,                 1.7932,                 1.3295,                  1.271,                 1.9223,                 1.5689,                 1.1635,                0.23399,                0.66473,                0.35304,                0.12492,                 2.1515,                 1.8559,                 1.6664,                 2.0516,                 2.4178,                 1.5279,              0.0006768,              0.0006768,              0.0006768
                     63,                   1.77,                  1.356,                  1.257,                 1.9097,                 1.5913,                  1.157,                0.22503,                 0.5829,                0.33771,                0.11456,                 2.1646,                 1.8971,                 1.6876,                 2.0522,                 2.5014,                 1.5424,              0.0006603,              0.0006603,              0.0006603
                     64,                 1.7812,                 1.3521,                   1.28,                 1.8939,                 1.5829,                  1.173,                0.25793,                0.44247,                0.34942,                0.13485,                 2.0668,                   1.81,                  1.645,                 2.0452,                 2.3479,                  1.524,              0.0006438,              0.0006438,              0.0006438
                     65,                 1.8011,                  1.392,                 1.2966,                 1.9243,                 1.6724,                  1.187,                 0.4879,                0.30517,                0.36603,                0.14399,                 2.0741,                 1.7986,                 1.6471,                 2.0549,                 2.3133,                 1.5349,             0.00062729,             0.00062729,             0.00062729
                     66,                 1.7402,                 1.3529,                 1.2602,                 1.8737,                 1.5776,                 1.1494,                0.36988,                0.44594,                0.40723,                0.15184,                 2.0774,                 1.6641,                  1.638,                 2.0424,                 2.0675,                 1.5144,             0.00061079,             0.00061079,             0.00061079
                     67,                 1.7729,                 1.3572,                 1.2852,                 1.8917,                 1.6014,                 1.1792,                0.35771,                0.42462,                0.42141,                0.16555,                 2.0817,                 1.6057,                 1.6288,                 1.9876,                  2.041,                 1.4881,             0.00059429,             0.00059429,             0.00059429
                     68,                 1.7795,                 1.3765,                 1.2394,                 1.9406,                 1.6169,                 1.1383,                0.25901,                0.59166,                0.37776,                0.14325,                 2.1153,                 1.6775,                 1.6375,                 1.9865,                 2.1566,                 1.5041,             0.00057778,             0.00057778,             0.00057778
                     69,                  1.693,                 1.3215,                 1.2477,                 1.7903,                 1.5606,                 1.1485,                0.26405,                0.51673,                 0.3695,                0.13547,                 2.0848,                 1.6855,                 1.6275,                 1.9489,                 2.1877,                 1.4965,             0.00056128,             0.00056128,             0.00056128
                     70,                 1.7826,                 1.3666,                 1.3013,                 1.8649,                 1.6419,                 1.1705,                0.30443,                0.47368,                0.37535,                0.13921,                 2.0867,                 1.7142,                 1.6658,                 1.9699,                 2.1436,                 1.5106,             0.00054478,             0.00054478,             0.00054478
                     71,                 1.7794,                 1.3792,                 1.2925,                 1.9051,                 1.6126,                  1.174,                0.30139,                0.60414,                0.38179,                0.14052,                 2.0871,                   1.77,                 1.6653,                  1.999,                 2.2259,                 1.5117,             0.00052827,             0.00052827,             0.00052827
                     72,                 1.7519,                 1.3736,                 1.2679,                   1.89,                 1.6315,                 1.1678,                0.31625,                0.60343,                 0.4063,                0.15279,                 2.0826,                 1.6585,                 1.6348,                 2.0065,                 2.1451,                 1.4998,             0.00051177,             0.00051177,             0.00051177
                     73,                  1.778,                   1.32,                 1.2649,                 1.9266,                 1.5564,                 1.1579,                 0.2844,                0.69953,                 0.3872,                0.14656,                 2.0705,                 1.6958,                 1.6256,                 1.9977,                 2.2544,                 1.4922,             0.00049527,             0.00049527,             0.00049527
                     74,                  1.735,                   1.35,                 1.2701,                 1.8776,                 1.6114,                 1.1851,                0.24158,                0.71807,                0.37864,                0.14356,                 2.0654,                 1.6924,                 1.6398,                 2.0019,                 2.2322,                 1.5276,             0.00047876,             0.00047876,             0.00047876
                     75,                 1.7722,                 1.3581,                 1.2732,                 1.8888,                 1.6262,                 1.1684,                0.23903,                0.77693,                0.37462,                0.13281,                 2.0848,                 1.7409,                 1.6714,                 2.0488,                 2.2668,                 1.5863,             0.00046226,             0.00046226,             0.00046226
                     76,                 1.7654,                 1.3809,                  1.291,                 1.8884,                 1.6262,                 1.1841,                0.21657,                0.66786,                0.34548,                0.12908,                 2.0658,                 1.7754,                 1.6501,                  2.067,                 2.3494,                 1.5558,             0.00044576,             0.00044576,             0.00044576
                     77,                 1.7865,                 1.3449,                  1.294,                 1.8799,                 1.6127,                 1.1873,                0.19652,                0.65228,                0.32783,                0.12432,                 2.0653,                 1.8527,                  1.653,                 2.0847,                 2.4459,                 1.5668,             0.00042925,             0.00042925,             0.00042925
                     78,                 1.7479,                 1.3577,                 1.2669,                 1.8298,                 1.6239,                 1.1482,                0.21869,                0.67084,                0.36656,                0.14172,                 2.0934,                 1.8222,                 1.6499,                 2.0474,                 2.4801,                 1.5466,             0.00041275,             0.00041275,             0.00041275
                     79,                 1.7827,                 1.3319,                 1.3011,                 1.8599,                 1.6027,                 1.1796,                0.20992,                0.68671,                0.35682,                0.13834,                 2.0954,                 1.7218,                 1.6515,                  2.028,                 2.2516,                 1.5281,             0.00039625,             0.00039625,             0.00039625
                     80,                 1.7404,                 1.3341,                 1.2415,                 1.8655,                 1.5333,                 1.1262,                0.23364,                 0.6631,                0.36723,                0.14309,                 2.0862,                 1.7492,                 1.6623,                 2.0272,                 2.1443,                 1.5205,             0.00037974,             0.00037974,             0.00037974
                     81,                 1.7701,                 1.3583,                 1.2466,                 1.9257,                 1.5977,                 1.1342,                0.23623,                 0.5307,                0.38313,                0.14808,                 2.0623,                 1.7304,                 1.6464,                 2.0074,                 2.1404,                 1.5208,             0.00036324,             0.00036324,             0.00036324
                     82,                 1.7588,                  1.333,                 1.2668,                 1.8792,                 1.5796,                 1.1632,                 0.2487,                0.64219,                0.39146,                0.15289,                 2.0544,                 1.7271,                 1.6366,                  2.029,                 2.1397,                 1.5291,             0.00034674,             0.00034674,             0.00034674
                     83,                 1.7031,                  1.318,                 1.2427,                 1.8585,                 1.5269,                 1.1357,                0.25019,                0.63596,                0.37115,                 0.1463,                   2.07,                 1.7351,                 1.6367,                 1.9993,                 2.2049,                  1.513,             0.00033023,             0.00033023,             0.00033023
                     84,                 1.7727,                 1.4078,                 1.3204,                 1.8524,                 1.6429,                 1.1934,                0.22904,                0.68707,                0.35542,                0.13797,                  2.098,                 1.7461,                  1.647,                 2.0293,                 2.3059,                 1.5151,             0.00031373,             0.00031373,             0.00031373
                     85,                  1.768,                 1.3172,                 1.2459,                 1.8705,                 1.5607,                 1.1509,                0.23937,                0.68205,                0.36863,                0.13874,                 2.1001,                 1.7341,                 1.6591,                 2.0372,                 2.2486,                 1.5418,             0.00029723,             0.00029723,             0.00029723
                     86,                 1.7368,                 1.2942,                 1.2338,                 1.8686,                 1.5147,                 1.1361,                0.26433,                0.69699,                0.39073,                0.14492,                 2.1099,                 1.7521,                 1.6826,                  2.027,                 2.2144,                 1.5433,             0.00028072,             0.00028072,             0.00028072
                     87,                  1.745,                 1.3498,                 1.2856,                 1.8226,                  1.563,                 1.1653,                0.25921,                 0.6748,                0.38378,                0.14316,                 2.0973,                 1.7544,                 1.6653,                 2.0233,                 2.1949,                 1.5269,             0.00026422,             0.00026422,             0.00026422
                     88,                 1.7314,                  1.334,                  1.239,                 1.8521,                 1.5649,                 1.1365,                0.25182,                0.65592,                0.36424,                0.13591,                 2.0808,                 1.7355,                 1.6311,                 2.0044,                 2.2455,                 1.5239,             0.00024772,             0.00024772,             0.00024772
                     89,                 1.7278,                 1.3758,                 1.2725,                 1.8679,                 1.6079,                 1.1818,                0.25027,                0.66157,                0.36646,                0.13798,                 2.0626,                 1.7028,                  1.622,                 2.0165,                 2.1855,                 1.5341,             0.00023121,             0.00023121,             0.00023121
                     90,                 1.7775,                 1.3337,                 1.2556,                 1.8895,                 1.5751,                 1.1572,                0.27533,                 0.7267,                0.40026,                0.14916,                 2.0666,                  1.693,                 1.6362,                 2.0392,                 2.1585,                 1.5316,             0.00021471,             0.00021471,             0.00021471
                     91,                  1.755,                 1.4595,                 1.2602,                  1.835,                 1.6163,                 1.1637,                0.27033,                0.70878,                 0.3854,                0.14383,                 2.0609,                  1.771,                 1.6615,                 2.0625,                 2.2226,                 1.5609,             0.00019821,             0.00019821,             0.00019821
                     92,                 1.6884,                 1.4438,                 1.2643,                 1.8015,                 1.6346,                  1.167,                0.25085,                0.66228,                0.35059,                0.13234,                  2.068,                 1.8482,                 1.6947,                 2.0769,                 2.3182,                 1.5896,              0.0001817,              0.0001817,              0.0001817
                     93,                 1.7107,                 1.3818,                 1.2691,                 1.8247,                 1.5973,                 1.1796,                0.24791,                0.63984,                0.34722,                0.13384,                  2.057,                 1.8212,                 1.7001,                 2.0584,                 2.3096,                 1.5811,              0.0001652,              0.0001652,              0.0001652
                     94,                 1.6752,                 1.3523,                 1.2613,                 1.7639,                 1.5618,                 1.1668,                0.25759,                0.47572,                0.36027,                0.13818,                 2.0528,                 1.7451,                 1.7062,                 2.0554,                 2.1576,                 1.6103,              0.0001487,              0.0001487,              0.0001487
                     95,                 1.6043,                 1.3404,                 1.2317,                 1.7225,                 1.5583,                 1.1535,                0.24952,                0.58568,                0.37226,                0.14394,                 2.0487,                  1.713,                 1.7073,                 2.0324,                 2.1061,                 1.6063,             0.00013219,             0.00013219,             0.00013219
                     96,                 1.7574,                 1.3701,                 1.2533,                 1.8066,                 1.5727,                  1.157,                0.25032,                0.70257,                0.38424,                0.15069,                  2.045,                 1.7203,                  1.695,                 2.0375,                 2.1254,                 1.5982,             0.00011569,             0.00011569,             0.00011569
                     97,                  1.719,                 1.3961,                  1.262,                 1.7867,                 1.5556,                 1.1572,                0.25185,                0.66616,                0.37349,                0.14509,                 2.0525,                 1.7531,                 1.6925,                 2.0654,                 2.2001,                 1.5873,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     98,                 1.6974,                 1.3648,                 1.2589,                 1.7951,                 1.6243,                 1.1571,                0.25281,                0.65033,                0.37168,                0.14038,                 2.0669,                 1.7785,                 1.7022,                 2.0707,                 2.2964,                 1.5897,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     99,                 1.6521,                 1.3672,                 1.2567,                 1.8124,                 1.5658,                  1.219,                  0.257,                0.65119,                0.36697,                0.13767,                 2.0671,                 1.7775,                 1.6968,                 2.0823,                 2.3035,                 1.6032,              6.618e-05,              6.618e-05,              6.618e-05
                    100,                 1.6716,                 1.3406,                 1.2617,                 1.8003,                 1.5508,                 1.1673,                0.25288,                 0.6354,                0.37373,                0.13805,                 2.0756,                 1.7686,                 1.7031,                 2.0721,                 2.3042,                 1.5981,             4.9677e-05,             4.9677e-05,             4.9677e-05
